"CRN","Subject","Course","Section","Title","Credits","MeetingType","Time","Days","Location","DateRange","ScheduleType","Instructors"
"11936","CS","305","0","Programming Languages","3.000","Class","9:40 am - 11:30 am","M","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","2nd del","Hüsnü Yenigün (P)"
"11936","CS","305","0","Programming Languages","3.000","Class","3:40 pm - 4:30 pm","W","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","1st del","Hüsnü Yenigün (P)"
"10141","CS","306","0","Database Systems","3.000","Class","4:40 pm - 6:30 pm","M","University Center G030","Sep 28, 2026 - Dec 31, 2026","2nd del","Yücel Saygın (P)"
"10141","CS","306","0","Database Systems","3.000","Class","10:40 am - 11:30 am","W","Fac. of Engin. and Nat. Sci. G077","Sep 28, 2026 - Dec 31, 2026","1st del","Yücel Saygın (P)"
"10146","CS","306R","A","Database Systems - Recitation","0.000","Class","6:40 pm - 7:30 pm","T","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Yücel Saygın (P)"
"11155","CS","306R","B","Database Systems - Recitation","0.000","Class","6:40 pm - 7:30 pm","F","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Yücel Saygın (P)"
"10135","CS","307","0","Operating Systems","3.000","Class","11:40 am - 12:30 pm","T","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","2nd del","Süha Orhun Mutluergil (P)"
"10135","CS","307","0","Operating Systems","3.000","Class","8:40 am - 10:30 am","R","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","1st del","Süha Orhun Mutluergil (P)"
"10147","CS","307R","0","Operating Systems - Recitation","0.000","Class","6:40 pm - 7:30 pm","F","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","1st del","Süha Orhun Mutluergil (P)"
"10150","CS","308","0","Software Engineering","4.000","Class","4:40 pm - 5:30 pm","T","University Center G030","Sep 28, 2026 - Dec 31, 2026","2nd del","Mohammad Yusaf Azimi (P)"
"10150","CS","308","0","Software Engineering","4.000","Class","8:40 am - 10:30 am","F","University Center G030","Sep 28, 2026 - Dec 31, 2026","1st del","Mohammad Yusaf Azimi (P)"
"12026","CS","308L","0","Software Engineering - Lab.","0.000","Class","4:40 pm - 7:30 pm","F","University Center G030","Sep 28, 2026 - Dec 31, 2026","1st del","Mohammad Yusaf Azimi (P)"
"10160","CS","310","0","Mobile Application Development","3.000","Class","2:40 pm - 4:30 pm","M","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","1st del","Saima Gül (P)"
"10160","CS","310","0","Mobile Application Development","3.000","Class","8:40 am - 9:30 am","W","University Center G030","Sep 28, 2026 - Dec 31, 2026","2nd del","Saima Gül (P)"
"12451","CS","401","0","Computer Architectures","4.000","Class","2:40 pm - 3:30 pm","W","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","2nd del","Özcan Öztürk (P)"
"12451","CS","401","0","Computer Architectures","4.000","Class","10:40 am - 12:30 pm","R","Fac.of Arts and Social Sci. G018","Sep 28, 2026 - Dec 31, 2026","1st del","Özcan Öztürk (P)"
"12452","CS","401L","0","Computer Architectures-Lab","0.000","Class","4:40 pm - 7:30 pm","M","Fac. of Engin. and Nat. Sci. 1033","Sep 28, 2026 - Dec 31, 2026","1st del","Özcan Öztürk (P)"
"10172","CS","405","0","Computer Graphics","3.000","Class","8:40 am - 9:30 am","M","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","2nd del","Selim Saffet Balcısoy (P)"
"10172","CS","405","0","Computer Graphics","3.000","Class","12:40 pm - 2:30 pm","R","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","1st del","Selim Saffet Balcısoy (P)"
"10173","CS","405L","0","Computer Graphics Lab","0.000","Class","11:40 am - 1:30 pm","W","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Selim Saffet Balcısoy (P)"
"12454","CS","406","0","Parallel Computing","3.000","Class","3:40 pm - 4:30 pm","T","Fac.of Arts and Social Sci. G006","Sep 28, 2026 - Dec 31, 2026","2nd del","Kamer Kaya (P)"
"12454","CS","406","0","Parallel Computing","3.000","Class","9:40 am - 11:30 am","F","Fac.of Arts and Social Sci. 1050","Sep 28, 2026 - Dec 31, 2026","1st del","Kamer Kaya (P)"
"10175","CS","408","0","Computer Networks","3.000","Class","12:40 pm - 2:30 pm","M","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","1st del","Albert Levi (P)"
"10175","CS","408","0","Computer Networks","3.000","Class","2:40 pm - 3:30 pm","T","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","2nd del","Albert Levi (P)"
"10178","CS","408L","A","Computer Networks - Lab","0.000","Class","4:40 pm - 6:30 pm","M","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Albert Levi (P)"
"10180","CS","408L","B","Computer Networks - Lab","0.000","Class","5:40 pm - 7:30 pm","W","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Albert Levi (P)"
"10188","CS","412","A","Machine Learning","3.000","Class","8:40 am - 10:30 am","T","University Center G030","Sep 28, 2026 - Dec 31, 2026","2nd del","Ayşe Berrin Yanıkoğlu (P)"
"10188","CS","412","A","Machine Learning","3.000","Class","8:40 am - 10:30 am","R","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","1st del","Ayşe Berrin Yanıkoğlu (P)"
"13602","CS","412","B","Machine Learning","3.000","Class","10:40 am - 12:30 pm","M","University Center G030","Sep 28, 2026 - Dec 31, 2026","2nd del","Ayşe Berrin Yanıkoğlu (P)"
"13602","CS","412","B","Machine Learning","3.000","Class","11:40 am - 1:30 pm","W","University Center G030","Sep 28, 2026 - Dec 31, 2026","1st del","Ayşe Berrin Yanıkoğlu (P)"
"10189","CS","412R","0","Machine Learning- Recitation","0.000","Class","5:40 pm - 6:30 pm","W","Sabancı Business School G071","Sep 28, 2026 - Dec 31, 2026","1st del","Ayşe Berrin Yanıkoğlu (P)"
"12937","CS","415","0","Introduction to deep learning","3.000","Class","3:40 pm - 4:30 pm","M","University Center G030","Sep 28, 2026 - Dec 31, 2026","2nd del","Erchan Aptoula (P)"
"12937","CS","415","0","Introduction to deep learning","3.000","Class","10:40 am - 12:30 pm","T","University Center G030","Sep 28, 2026 - Dec 31, 2026","1st del","Erchan Aptoula (P)"
"12938","CS","415L","0","Introduction to deep learning lab.","0.000","Class","4:40 pm - 6:30 pm","F","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Erchan Aptoula (P)"
"12157","CS","419","0","Digital Image and Video Analysis","3.000","Class","9:40 am - 11:30 am","M","Fac. of Engin. and Nat. Sci. L062","Sep 28, 2026 - Dec 31, 2026","1st del","Erchan Aptoula (P)"
"12157","CS","419","0","Digital Image and Video Analysis","3.000","Class","9:40 am - 10:30 am","T","Fac. of Engin. and Nat. Sci. L063","Sep 28, 2026 - Dec 31, 2026","2nd del","Erchan Aptoula (P)"
"12939","CS","419L","0","Digital Image & Video Analysis Lab.","0.000","Class","2:40 pm - 4:30 pm","F","Fac.of Arts and Social Sci. G006","Sep 28, 2026 - Dec 31, 2026","1st del","Erchan Aptoula (P)"
"13123","CS","435","0","Quantum Programming I","3.000","Class","8:40 am - 11:30 am","W","Fac. of Engin. and Nat. Sci. L056","Sep 28, 2026 - Dec 31, 2026","1st del","Özlem Salehi Köken (P)"
"12027","CS","437","0","Cybersecurity Practices and Applications","3.000","Class","11:40 am - 12:30 pm","M","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","2nd del","Orçun Çetin (P)"
"12027","CS","437","0","Cybersecurity Practices and Applications","3.000","Class","3:40 pm - 5:30 pm","R","Fac.of Arts and Social Sci. 1010","Sep 28, 2026 - Dec 31, 2026","1st del","Orçun Çetin (P)"
"13503","CS","442","0","Software Design Patterns","3.000","Class","3:40 pm - 6:30 pm","W","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","1st del","Emre Kaplan (P)"
"12455","CS","445","0","Natural Language Processing","3.000","Class","2:40 pm - 3:30 pm","M","Fac. of Engin. and Nat. Sci. G032","Sep 28, 2026 - Dec 31, 2026","2nd del","Dilara Keküllüoğlu (P)"
"12455","CS","445","0","Natural Language Processing","3.000","Class","8:40 am - 10:30 am","R","Fac.of Arts and Social Sci. 1050","Sep 28, 2026 - Dec 31, 2026","1st del","Dilara Keküllüoğlu (P)"
"10194","CS","449","0","Human Computer Interaction","3.000","Class","12:40 pm - 2:30 pm","T","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Polat Göktaş (P)"
"10194","CS","449","0","Human Computer Interaction","3.000","Class","2:40 pm - 3:30 pm","R","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","2nd del","Polat Göktaş (P)"
"13505","CS","48012","0","Special Topics in CS: Agentic AI Systems: Architecture and Deployment","3.000","Class","4:40 pm - 7:30 pm","T","Fac. of Engin. and Nat. Sci. G029","Sep 28, 2026 - Dec 31, 2026","1st del","Utku Günay Acer (P)"
"10213","CS","512","0","Machine Learning","3.000","Class","2:40 pm - 3:30 pm","W","Fac. of Engin. and Nat. Sci. L063","Sep 28, 2026 - Dec 31, 2026","2nd del","Öznur Taştan Okan (P)"
"10213","CS","512","0","Machine Learning","3.000","Class","10:40 am - 12:30 pm","R","Sabancı Business School L018","Sep 28, 2026 - Dec 31, 2026","1st del","Öznur Taştan Okan (P)"
"12456","CS","531","0","Parallel Processing and Algorithms","3.000","Class","3:40 pm - 4:30 pm","T","Fac.of Arts and Social Sci. G006","Sep 28, 2026 - Dec 31, 2026","2nd del","Kamer Kaya (P)"
"12456","CS","531","0","Parallel Processing and Algorithms","3.000","Class","9:40 am - 11:30 am","F","Fac.of Arts and Social Sci. 1050","Sep 28, 2026 - Dec 31, 2026","1st del","Kamer Kaya (P)"
"13507","CS","535","0","Wireless Network Security","3.000","Class","8:40 am - 11:30 am","W","Fac. of Engin. and Nat. Sci. L027","Sep 28, 2026 - Dec 31, 2026","1st del","Albert Levi (P)"
"13508","CS","540","0","Data and Artificial Intelligence (AI) Ethics","3.000","Class","12:40 pm - 1:30 pm","M","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","2nd del","Dilara Keküllüoğlu (P)"
"13508","CS","540","0","Data and Artificial Intelligence (AI) Ethics","3.000","Class","3:40 pm - 5:30 pm","R","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Dilara Keküllüoğlu (P)"
"13504","CS","542","0","Software Design Patterns","3.000","Class","3:40 pm - 6:30 pm","W","Fac. of Engin. and Nat. Sci. L030","Sep 28, 2026 - Dec 31, 2026","1st del","Emre Kaplan (P)"
"11943","CS","543","0","Computer Graphics and Visualization","3.000","Class","1:40 pm - 3:30 pm","M","Fac. of Engin. and Nat. Sci. G015","Sep 28, 2026 - Dec 31, 2026","1st del","Selim Saffet Balcısoy (P)"
"11943","CS","543","0","Computer Graphics and Visualization","3.000","Class","9:40 am - 10:30 am","R","Fac. of Engin. and Nat. Sci. L065","Sep 28, 2026 - Dec 31, 2026","2nd del","Selim Saffet Balcısoy (P)"
"10199","CS","549","0","Human Computer Interaction","3.000","Class","12:40 pm - 2:30 pm","T","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","1st del","Polat Göktaş (P)"
"10199","CS","549","0","Human Computer Interaction","3.000","Class","2:40 pm - 3:30 pm","R","Fac. of Engin. and Nat. Sci. L045","Sep 28, 2026 - Dec 31, 2026","2nd del","Polat Göktaş (P)"
"11342","CS","551","0","Graduate Seminar I","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Seminar","Dilara Keküllüoğlu (P)"
"11343","CS","552","0","Graduate Seminar II","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Seminar","Dilara Keküllüoğlu (P)"
"13072","CS","58010","0","Special Topics in CS: Scalable Learning Systems","3.000","Class","11:40 am - 1:30 pm","W","Fac. of Engin. and Nat. Sci. L058","Sep 28, 2026 - Dec 31, 2026","1st del","Kubilay Atasu (P)"
"13072","CS","58010","0","Special Topics in CS: Scalable Learning Systems","3.000","Class","1:40 pm - 2:30 pm","R","Fac. of Engin. and Nat. Sci. L027","Sep 28, 2026 - Dec 31, 2026","2nd del","Kubilay Atasu (P)"
"13506","CS","58012","0","Agentic AI Systems: Architecture and Deployment","3.000","Class","4:40 pm - 7:30 pm","T","Fac. of Engin. and Nat. Sci. G029","Sep 28, 2026 - Dec 31, 2026","1st del","Utku Günay Acer (P)"
"11506","CS","590","01","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Albert Levi (P)"
"11507","CS","590","02","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Ayşe Berrin Yanıkoğlu (P)"
"12784","CS","590","05","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Hüsnü Yenigün (P)"
"11511","CS","590","06","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Öznur Taştan Okan (P)"
"12423","CS","590","07","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Mohaned Chariti (P)"
"11513","CS","590","08","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Selim Saffet Balcısoy (P)"
"12785","CS","590","09","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Esra Erdem (P)"
"11515","CS","590","10","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Kamer Kaya (P)"
"13206","CS","590","11","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Özcan Öztürk (P)"
"13207","CS","590","12","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Altuğ Tanaltay (P)"
"12242","CS","590","13","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Onur Varol (P)"
"13208","CS","590","14","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Süha Orhun Mutluergil (P)"
"13209","CS","590","15","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Dilara Keküllüoğlu (P)"
"12419","CS","590","16","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Orçun Çetin (P)"
"11812","CS","590","17","Master Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Erchan Aptoula (P)"
"13406","CS","591","01","Directed Research","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Öznur Taştan Okan (P)"
"13407","CS","591","02","Directed Research","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Onur Varol (P)"
"13408","CS","591","03","Directed Research","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Esra Erdem (P)"
"13409","CS","591","04","Directed Research","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Erchan Aptoula (P)"
"13410","CS","591","05","Directed Research","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Dilara Keküllüoğlu (P)"
"13411","CS","591","06","Directed Research","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Süha Orhun Mutluergil (P)"
"13434","CS","591","07","Directed Research","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Cemal Yılmaz (P)"
"12878","CS","790","01","Ph.D.Dissertation","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Cemal Yılmaz (P)"
"12879","CS","790","02","Ph.D.Dissertation","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Erkay Savaş (P)"
"12880","CS","790","03","Ph.D.Dissertation","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Esra Erdem (P)"
"12883","CS","790","06","Ph.D.Dissertation","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Yücel Saygın (P)"
"13412","CS","791","01","Directed Research I","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Onur Varol (P)"
"13413","CS","791","02","Directed Research I","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Esra Erdem (P)"
"13433","CS","791","03","Directed Research I","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Selim Saffet Balcısoy (P)"
"13448","CS","791","04","Directed Research I","3.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Independent Study","Erkay Savaş (P)"
"10259","CULT","500","0","Core Issues in Cultural Studies","3.000","Class","9:40 am - 12:30 pm","T","Fac.of Arts and Social Sci. 1081","Sep 28, 2026 - Dec 31, 2026","1st del","Sibel Irzık (P)"
"10261","CULT","590","0","Pro-thesis Seminar","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Seminar","Ateş Ali Altınordu (P)"
"10264","CULT","599","A","Master's Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Cenk Özbay (P)"
"10265","CULT","599","B","Master's Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Sibel Irzık (P)"
"10266","CULT","599","C","Master's Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Ateş Ali Altınordu (P)"
"12902","CULT","599","D","Master's Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Aslı İkizoğlu Erensü (P)"
"13319","CULT","599","E","Master's Thesis","0.000","Class","","","","Sep 28, 2026 - Dec 31, 2026","Thesis","Kristen Sarah Biehl Öztuzcu (P)"
"12641","DSA","201","0","Advanced Programming for Data Science","3.000","Class","8:40 am - 10:30 am","M","University Center G030","Sep 28, 2026 - Dec 31, 2026","1st del","İnanç Arın (P)"
"12641","DSA","201","0","Advanced Programming for Data Science","3.000","Class","2:40 pm - 3:30 pm","W","Fac. of Engin. and Nat. Sci. G077","Sep 28, 2026 - Dec 31, 2026","2nd del","İnanç Arın (P)"
"12643","DSA","201R","A1","Advanced Programming for Data Science -Recitation","0.000","Class","3:40 pm - 5:30 pm","R","Sabancı Business School G060","Sep 28, 2026 - Dec 31, 2026","1st del","İnanç Arın (P)"
"13034","DSA","201R","A2","Advanced Programming for Data Science -Recitation","0.000","Class","3:40 pm - 5:30 pm","R","Fac. of Engin. and Nat. Sci. L027","Sep 28, 2026 - Dec 31, 2026","1st del","İnanç Arın (P)"
"12647","DSA","201R","B1","Advanced Programming for Data Science -Recitation","0.000","Class","8:40 am - 10:30 am","R","Sabancı Business School G060","Sep 28, 2026 - Dec 31, 2026","1st del","İnanç Arın (P)"
"13603","DSA","201R","B2","Advanced Programming for Data Science -Recitation","0.000","Class","8:40 am - 10:30 am","R","Fac.of Arts and Social Sci. G049","Sep 28, 2026 - Dec 31, 2026","1st del","İnanç Arın (P)"
"13035","DSA","201R","C1","Advanced Programming for Data Science -Recitation","0.000","Class","10:40 am - 12:30 pm","F","Fac.of Arts and Social Sci. 1076","Sep 28, 2026 - Dec 31, 2026","1st del","İnanç Arın (P)"
"13036","DSA","201R","C2","Advanced Programming for Data Science -Recitation","0.000","Class","10:40 am - 12:30 pm","F","Sabancı Business School L014","Sep 28, 2026 - Dec 31, 2026","1st del","İnanç Arın (P)"
"12655","DSA","210","A","Introduction to Data Science","3.000","Class","3:40 pm - 4:30 pm","T","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","2nd del","Öznur Taştan Okan (P)"
"12655","DSA","210","A","Introduction to Data Science","3.000","Class","2:40 pm - 4:30 pm","R","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","1st del","Öznur Taştan Okan (P)"
"12656","DSA","210","B","Introduction to Data Science","3.000","Class","10:40 am - 12:30 pm","M","Fac.of Arts and Social Sci. G062","Sep 28, 2026 - Dec 31, 2026","1st del","Mohammad Yusaf Azimi (P)"
"12656","DSA","210","B","Introduction to Data Science","3.000","Class","10:40 am - 11:30 am","W","University Center G030","Sep 28, 2026 - Dec 31, 2026","2nd del","Mohammad Yusaf Azimi (P)"
"12657","DSA","210R","A","Introduction to Data Science Recitation","0.000","Class","5:40 pm - 6:30 pm","W","Fac. of Engin. and Nat. Sci. G035","Sep 28, 2026 - Dec 31, 2026","1st del","Öznur Taştan Okan (P)"
"12658","DSA","210R","B","Introduction to Data Science Recitation","0.000","Class","11:40 am - 12:30 pm","T","Fac. of Engin. and Nat. Sci. G035","Sep 28, 2026 - Dec 31, 2026","1st del","Öznur Taştan Okan (P)"
